prodcode,description,drugsubstance
45213,"Diclofenac 10mg dispersible tablets","Diclofenac sodium"
51099,"Voltarol Rapid 50mg tablets (Mawdsley-Brooks & Company Ltd)","Diclofenac potassium"
53384,"Voltarol 50mg dispersible tablets (Mawdsley-Brooks & Company Ltd)","Diclofenac sodium"
71088,"Arthrotec 50 gastro-resistant tablets (Mawdsley-Brooks & Company Ltd)","Diclofenac sodium/Misoprostol"
14385,"Cuprofen 200mg Tablet (SSL International Plc)",Ibuprofen
14385,"Cuprofen 200mg Tablet (SSL International Plc)",Ibuprofen
11980,"Cuprofen 400mg Tablet (SSL International Plc)",Ibuprofen
11980,"Cuprofen 400mg Tablet (SSL International Plc)",Ibuprofen
44112,"Voltarol Joint Pain 12.5mg tablets (Novartis Consumer Health UK Ltd)","Diclofenac potassium"
44112,"Voltarol Joint Pain 12.5mg tablets (Novartis Consumer Health UK Ltd)","Diclofenac potassium"
44112,"Voltarol Joint Pain 12.5mg tablets (Novartis Consumer Health UK Ltd)","Diclofenac potassium"
59203,"Brufen 100mg/5ml syrup (Sigma Pharmaceuticals Plc)",Ibuprofen
43904,"Feminax Express 342mg tablets (Bayer Plc)","Ibuprofen lysine"
43904,"Feminax Express 342mg tablets (Bayer Plc)","Ibuprofen lysine"
55009,"Brufen 600mg effervescent granules sachets (Necessity Supplies Ltd)",Ibuprofen
50059,"Celebrex 100mg capsules (Necessity Supplies Ltd)",Celecoxib
52338,"Diclofenac potassium 50mg tablets (Focus Pharmaceuticals Ltd)","Diclofenac potassium"
57006,"Diclofenac sodium 25mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)","Diclofenac sodium"
54518,"Diclofenac sodium 50mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)","Diclofenac sodium"
72047,"Naproxen 250mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)",Naproxen
55894,"Naproxen 500mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)",Naproxen
73655,"Nabumetone 500mg tablets (Almus Pharmaceuticals Ltd)",Nabumetone
64103,"Mefenamic acid 500mg tablets (Almus Pharmaceuticals Ltd)","Mefenamic acid"
48568,"Boots Rapid Ibuprofen lysine 342mg tablets (The Boots Company Plc)","Ibuprofen lysine"
48568,"Boots Rapid Ibuprofen lysine 342mg tablets (The Boots Company Plc)","Ibuprofen lysine"
67740,"Ibuprofen 600mg tablets (Fannin UK Ltd)",Ibuprofen
71072,"Ibuprofen 100mg/5ml oral suspension sugar free (Phoenix Healthcare Distribution Ltd)",Ibuprofen
44986,"Vimovo 500mg/20mg modified-release tablets (AstraZeneca UK Ltd)","Esomeprazole magnesium trihydrate/Naproxen"
44800,"Naproxen 500mg / Esomeprazole 20mg modified-release tablets","Esomeprazole magnesium trihydrate/Naproxen"
44800,"Naproxen 500mg / Esomeprazole 20mg modified-release tablets","Esomeprazole magnesium trihydrate/Naproxen"
44703,"Piroxicam 10mg Capsule (Berk Pharmaceuticals Ltd)",Piroxicam
44703,"Piroxicam 10mg Capsule (Berk Pharmaceuticals Ltd)",Piroxicam
46844,"Dicloflex 75mg SR tablets (Actavis UK Ltd)","Diclofenac sodium"
46844,"Dicloflex 75mg SR tablets (Actavis UK Ltd)","Diclofenac sodium"
46844,"Dicloflex 75mg SR tablets (Actavis UK Ltd)","Diclofenac sodium"
21123,"Piroxicam 20mg Capsule (Berk Pharmaceuticals Ltd)",Piroxicam
21123,"Piroxicam 20mg Capsule (Berk Pharmaceuticals Ltd)",Piroxicam
50602,"Diclofenac potassium 50mg tablets (Alliance Healthcare (Distribution) Ltd)","Diclofenac potassium"
65877,"Diclofenac sodium 75mg modified-release tablets (Mawdsley-Brooks & Company Ltd)","Diclofenac sodium"
51360,"Naproxen 250mg tablets (Accord Healthcare Ltd)",Naproxen
59246,"Naproxen 500mg tablets (Accord Healthcare Ltd)",Naproxen
50314,"Brufen 600mg effervescent granules sachets (DE Pharmaceuticals)",Ibuprofen
49277,"Ibuprofen 200mg caplets (Bristol Laboratories Ltd)",Ibuprofen
49277,"Ibuprofen 200mg caplets (Bristol Laboratories Ltd)",Ibuprofen
49277,"Ibuprofen 200mg caplets (Bristol Laboratories Ltd)",Ibuprofen
48546,"Ibuprofen 400mg caplets (Bristol Laboratories Ltd)",Ibuprofen
48546,"Ibuprofen 400mg caplets (Bristol Laboratories Ltd)",Ibuprofen
48546,"Ibuprofen 400mg caplets (Bristol Laboratories Ltd)",Ibuprofen
57162,"Diclofenac 50mg dispersible tablets sugar free (DE Pharmaceuticals)","Diclofenac sodium"
74835,"Diclomax Retard 100mg capsules (DE Pharmaceuticals)","Diclofenac sodium"
46904,"Nuromol 200mg/500mg tablets (Reckitt Benckiser Healthcare (UK) Ltd)",Paracetamol/Ibuprofen
46638,"Paracetamol 500mg / Ibuprofen 200mg tablets",Paracetamol/Ibuprofen
51293,"Diclofenac potassium 50mg tablets (Phoenix Healthcare Distribution Ltd)","Diclofenac potassium"
53980,"Naproxen 250mg tablets (Phoenix Healthcare Distribution Ltd)",Naproxen
45814,"First Resort Double Action Pain Relief 12.5mg tablets (Actavis UK Ltd)","Diclofenac potassium"
45814,"First Resort Double Action Pain Relief 12.5mg tablets (Actavis UK Ltd)","Diclofenac potassium"
45814,"First Resort Double Action Pain Relief 12.5mg tablets (Actavis UK Ltd)","Diclofenac potassium"
56078,"Rhumalgan XL 100mg capsules (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
47501,"Rhumalgan SR 75mg capsules (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
47501,"Rhumalgan SR 75mg capsules (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
47501,"Rhumalgan SR 75mg capsules (Almus Pharmaceuticals Ltd)","Diclofenac sodium"
71100,"Diclofenac sodium 50mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)","Diclofenac sodium"
71027,"Piroxicam 10mg capsules (Sigma Pharmaceuticals Plc)",Piroxicam
71376,"Oruvail 100 modified-release capsules (Mawdsley-Brooks & Company Ltd)",Ketoprofen
63843,"Naproxen 250mg tablets (Milpharm Ltd)",Naproxen
58213,"Naproxen 500mg tablets (Milpharm Ltd)",Naproxen
47820,"Voltarol Pain-eze Extra Strength 25mg tablets (Novartis Consumer Health UK Ltd)","Diclofenac potassium"
47820,"Voltarol Pain-eze Extra Strength 25mg tablets (Novartis Consumer Health UK Ltd)","Diclofenac potassium"
47820,"Voltarol Pain-eze Extra Strength 25mg tablets (Novartis Consumer Health UK Ltd)","Diclofenac potassium"
8789,"Dicloflex retard tabs 100 100mg Modified-release tablet (Dexcel-Pharma Ltd)","Diclofenac sodium"
46860,"Anadin LiquiFast 200mg effervescent tablets (Pfizer Consumer Healthcare Ltd)",Ibuprofen
46860,"Anadin LiquiFast 200mg effervescent tablets (Pfizer Consumer Healthcare Ltd)",Ibuprofen
46860,"Anadin LiquiFast 200mg effervescent tablets (Pfizer Consumer Healthcare Ltd)",Ibuprofen
30243,"Ibuprofen 200mg effervescent tablets",Ibuprofen
30243,"Ibuprofen 200mg effervescent tablets",Ibuprofen
30243,"Ibuprofen 200mg effervescent tablets",Ibuprofen
53397,"Brufen 100mg/5ml syrup (Mawdsley-Brooks & Company Ltd)",Ibuprofen
51874,"Arcoxia 30mg tablets (Lexon (UK) Ltd)",Etoricoxib
50117,"Brufen 100mg/5ml syrup (Lexon (UK) Ltd)",Ibuprofen
51343,"Voltarol Rapid 25mg tablets (DE Pharmaceuticals)","Diclofenac potassium"
50317,"Voltarol 75mg SR tablets (Lexon (UK) Ltd)","Diclofenac sodium"
50785,"Diclofenac sodium 50mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd)","Diclofenac sodium"
51339,"Indometacin 25mg capsules (Genesis Pharmaceuticals Ltd)",Indometacin
65348,"Naproxen 250mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd)",Naproxen
54476,"Naproxen 500mg gastro-resistant tablets (Genesis Pharmaceuticals Ltd)",Naproxen
71041,"Ibuprofen 600mg tablets (Bristol Laboratories Ltd)",Ibuprofen
61878,"Nurofen Express Period Pain 200mg capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
55153,"Nurofen Express Soluble 400mg oral powder sachets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen lysine"
54514,"Ibuprofen lysine 400mg oral powder sachets","Ibuprofen lysine"
66452,"Mefenamic acid 500mg tablets (Waymade Healthcare Plc)","Mefenamic acid"
60408,"Naproxen 500mg gastro-resistant tablets (Waymade Healthcare Plc)",Naproxen
68685,"Naproxen 250mg tablets (Waymade Healthcare Plc)",Naproxen
74451,"Diclofenac sodium 25mg gastro-resistant tablets (Waymade Healthcare Plc)","Diclofenac sodium"
58048,"Diclofenac sodium 50mg gastro-resistant tablets (Waymade Healthcare Plc)","Diclofenac sodium"
63079,"Ibuprofen 400mg tablets (Waymade Healthcare Plc)",Ibuprofen
56039,"Ibuprofen 600mg tablets (Waymade Healthcare Plc)",Ibuprofen
59289,"Diclofenac sodium 100mg modified-release tablets (AM Distributions (Yorkshire) Ltd)","Diclofenac sodium"
63036,"Ibuprofen 400mg capsules (AM Distributions (Yorkshire) Ltd)",Ibuprofen
56898,"Rhumalgan SR 75mg capsules (Actavis UK Ltd)","Diclofenac sodium"
64595,"Misofen 50mg/200microgram gastro-resistant tablets (Morningside Healthcare Ltd)","Diclofenac sodium/Misoprostol"
58842,"Misofen 75mg/200microgram gastro-resistant tablets (Morningside Healthcare Ltd)","Diclofenac sodium/Misoprostol"
57370,"Meloxicam 15mg orodispersible tablets sugar free",Meloxicam
57475,"Meloxicam 7.5mg orodispersible tablets sugar free",Meloxicam
58415,"Diclofenac sodium 50mg gastro-resistant / Misoprostol 200microgram tablets (A A H Pharmaceuticals Ltd)","Diclofenac sodium/Misoprostol"
12122,"Orudis 50mg Capsule (Hawgreen Ltd)",Ketoprofen
11999,"Orudis 100mg Capsule (Hawgreen Ltd)",Ketoprofen
3326,"Oruvail 100mg Modified-release capsule (Hawgreen Ltd)",Ketoprofen
59067,"Ibuprofen 200mg capsules (AM Distributions (Yorkshire) Ltd)",Ibuprofen
838,"Oruvail 200mg Modified-release capsule (Hawgreen Ltd)",Ketoprofen
7840,"Oruvail 150mg Modified-release capsule (Hawgreen Ltd)",Ketoprofen
59880,"Diclofenac sodium 75mg modified-release capsules (Waymade Healthcare Plc)","Diclofenac sodium"
59502,"Nurofen for Children Cold, Pain and Fever Strawberry Flavour 100mg/5ml oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
60510,"Nurofen for Children Cold, Pain and Fever Orange Flavour 100mg/5ml oral suspension (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
61596,"Diclofenac sodium 75mg modified-release capsules (Phoenix Healthcare Distribution Ltd)","Diclofenac sodium"
67220,"Diclofenac sodium 100mg modified-release tablets (Phoenix Healthcare Distribution Ltd)","Diclofenac sodium"
64303,"Diclofenac sodium 25mg gastro-resistant tablets (DE Pharmaceuticals)","Diclofenac sodium"
68708,"Indometacin 75mg modified-release capsules (DE Pharmaceuticals)",Indometacin
60443,"Diclofenac sodium 75mg modified-release capsules (DE Pharmaceuticals)","Diclofenac sodium"
66123,"Diclofenac sodium 100mg modified-release tablets (Ethigen Ltd)","Diclofenac sodium"
73112,"Ibuprofen 100mg/5ml oral suspension sugar free (DE Pharmaceuticals)",Ibuprofen
60666,"Diclofenac sodium 75mg modified-release capsules (Actavis UK Ltd)","Diclofenac sodium"
68354,"Diclofenac sodium 100mg modified-release capsules (Actavis UK Ltd)","Diclofenac sodium"
69584,"Diclofenac sodium 100mg modified-release tablets (Sigma Pharmaceuticals Plc)","Diclofenac sodium"
66577,"Diclofenac sodium 75mg modified-release capsules (Sigma Pharmaceuticals Plc)","Diclofenac sodium"
62238,"Ibuprofen 200mg capsules (Colorama Pharmaceuticals Ltd)",Ibuprofen
75136,"Diclofenac 25mg Tablet (C P Pharmaceuticals Ltd)","Diclofenac sodium"
33559,"Diclofenac 50mg Tablet (C P Pharmaceuticals Ltd)","Diclofenac sodium"
1246,"Ponstan 250mg Dispersible tablet (Chemidex Pharma Ltd)","Mefenamic Acid"
1246,"Ponstan 250mg Dispersible tablet (Chemidex Pharma Ltd)","Mefenamic Acid"
17754,"Progesic 200mg Tablet (Eli Lilly and Company Ltd)","Fenoprofen Calcium"
17754,"Progesic 200mg Tablet (Eli Lilly and Company Ltd)","Fenoprofen Calcium"
61953,"Ibuprofen 200mg caplets (Wockhardt UK Ltd)",Ibuprofen
65016,"Celecoxib 200mg capsules (Alliance Healthcare (Distribution) Ltd)",Celecoxib
66571,"Celecoxib 200mg capsules (Actavis UK Ltd)",Celecoxib
72925,"Celecoxib 100mg capsules (A A H Pharmaceuticals Ltd)",Celecoxib
64245,"Celecoxib 200mg capsules (A A H Pharmaceuticals Ltd)",Celecoxib
65591,"Ibuprofen 200mg tablets (Crescent Pharma Ltd)",Ibuprofen
65025,"Ibuprofen 400mg tablets (Crescent Pharma Ltd)",Ibuprofen
68097,"Naproxen 250mg tablets (Crescent Pharma Ltd)",Naproxen
66194,"Care Ibuprofen for Children 100mg/5ml oral suspension (Thornton & Ross Ltd)",Ibuprofen
64935,"Celecoxib 200mg capsules (Sigma Pharmaceuticals Plc)",Celecoxib
67363,"Naproxen 250mg gastro-resistant tablets (Sigma Pharmaceuticals Plc)",Naproxen
73961,"Naproxen 250mg tablets (Sigma Pharmaceuticals Plc)",Naproxen
72030,"Naproxen 500mg tablets (Sigma Pharmaceuticals Plc)",Naproxen
70438,"Arthrotec 50 gastro-resistant tablets (Lexon (UK) Ltd)","Diclofenac sodium/Misoprostol"
65528,"Arthrotec 75 gastro-resistant tablets (Lexon (UK) Ltd)","Diclofenac sodium/Misoprostol"
74313,"Brufen Retard 800mg tablets (Lexon (UK) Ltd)",Ibuprofen
1778,"Surgam 300mg Tablet (Sanofi)","Tiaprofenic acid"
1778,"Surgam 300mg Tablet (Sanofi)","Tiaprofenic acid"
25643,"Surgam 300mg Sachets (Sanofi)","Tiaprofenic Acid"
25643,"Surgam 300mg Sachets (Sanofi)","Tiaprofenic Acid"
65783,"Diclofenac potassium 50mg tablets (DE Pharmaceuticals)","Diclofenac potassium"
74211,"Diclofenac sodium 50mg gastro-resistant tablets (DE Pharmaceuticals)","Diclofenac sodium"
71307,"Diclofenac sodium 100mg modified-release capsules (DE Pharmaceuticals)","Diclofenac sodium"
75095,"Naproxen 250mg gastro-resistant tablets (DE Pharmaceuticals)",Naproxen
70828,"Naproxen 500mg tablets (DE Pharmaceuticals)",Naproxen
68018,"Ibuprofen 200mg tablets (Mawdsley-Brooks & Company Ltd)",Ibuprofen
71584,"Boots Ibuprofen 3 Months Plus 100mg/5ml oral suspension strawberry (The Boots Company Plc)",Ibuprofen
71779,"Boots Ibuprofen Long Lasting 200mg capsules (The Boots Company Plc)",Ibuprofen
67117,"Stirlescent 250mg effervescent tablets (Stirling Anglian Pharmaceuticals Ltd)",Naproxen
65862,"Naproxen 250mg effervescent tablets sugar free",Naproxen
69018,"Nurofen Joint & Back Pain Relief 256mg tablets (Reckitt Benckiser Healthcare (UK) Ltd)","Ibuprofen sodium dihydrate"
70878,"Nurofen Joint & Back Pain Relief 200mg capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
18640,"Tolectin 200mg Capsule (Cilag Pharmaceuticals Ltd)","Tolmetin Sodium"
18640,"Tolectin 200mg Capsule (Cilag Pharmaceuticals Ltd)","Tolmetin Sodium"
10711,"Tolectin 400mg Capsule (Cilag Pharmaceuticals Ltd)","Tolmetin Sodium"
10711,"Tolectin 400mg Capsule (Cilag Pharmaceuticals Ltd)","Tolmetin Sodium"
68220,"Ibuprofen 200mg capsules (Ennogen Healthcare Ltd)",Ibuprofen
71968,"Ibuprofen 400mg capsules (Ennogen Healthcare Ltd)",Ibuprofen
73040,"Nurofen for Children 100mg chewable capsules (Reckitt Benckiser Healthcare (UK) Ltd)",Ibuprofen
66247,"Ibuprofen 100mg chewable capsules",Ibuprofen
70299,"Ibuprofen 200mg capsules (Bell,Sons & Co (Druggists) Ltd)",Ibuprofen
68470,"Naproxen 25mg/ml oral suspension sugar free (Orion Pharma (UK) Ltd)",Naproxen
66993,"Naproxen 125mg/5ml oral suspension sugar free",Naproxen
71908,"Etolyn 600mg modified-release tablets (Mylan)",Etodolac
72293,"Celecoxib 200mg capsules (Mylan)",Celecoxib
72113,"Diclofenac 0.74mg/ml mouthwash sugar free (Morningside Healthcare Ltd)",Diclofenac
69046,"Diclofenac 0.074% mouthwash sugar free",Diclofenac
69645,"Naproxen 50mg/ml oral suspension (Thornton & Ross Ltd)",Naproxen
70904,"Indometacin 25mg capsules (Crescent Pharma Ltd)",Indometacin
69828,"Naproxen 50mg/ml oral suspension (Alliance Healthcare (Distribution) Ltd)",Naproxen
71709,"Naproxen 50mg/ml oral suspension (A A H Pharmaceuticals Ltd)",Naproxen
72396,"Diclofenac sodium 50mg gastro-resistant tablets (Medreich Plc)","Diclofenac sodium"
71949,"Flarin 200mg capsules (infirst Healthcare Ltd)",Ibuprofen
7667,"Diclofenac 12.5mg suppositories","Diclofenac sodium"
9736,"Mefenamic acid 50mg/5ml oral suspension","Mefenamic acid"
9736,"Mefenamic acid 50mg/5ml oral suspension","Mefenamic acid"
9736,"Mefenamic acid 50mg/5ml oral suspension","Mefenamic acid"
4319,"Benorilate 2g/5ml oral suspension sugar free",Benorilate
2382,"Tiaprofenic acid 300mg modified-release capsules","Tiaprofenic acid"
2382,"Tiaprofenic acid 300mg modified-release capsules","Tiaprofenic acid"
4965,"Piroxicam 20mg orodispersible tablets sugar free",Piroxicam
4965,"Piroxicam 20mg orodispersible tablets sugar free",Piroxicam
4965,"Piroxicam 20mg orodispersible tablets sugar free",Piroxicam
19007,"Naprosyn 500mg Granules (Roche Products Ltd)",Naproxen
5268,"Naproxen 500mg modified-release tablets","Naproxen sodium"
5268,"Naproxen 500mg modified-release tablets","Naproxen sodium"
5268,"Naproxen 500mg modified-release tablets","Naproxen sodium"
1571,"Ketoprofen 100mg modified-release capsules",Ketoprofen
1571,"Ketoprofen 100mg modified-release capsules",Ketoprofen
1571,"Ketoprofen 100mg modified-release capsules",Ketoprofen
8385,"Ketoprofen 150mg modified-release capsules",Ketoprofen
8385,"Ketoprofen 150mg modified-release capsules",Ketoprofen
8385,"Ketoprofen 150mg modified-release capsules",Ketoprofen
3043,"Ketoprofen 200mg modified-release capsules",Ketoprofen
3043,"Ketoprofen 200mg modified-release capsules",Ketoprofen
3043,"Ketoprofen 200mg modified-release capsules",Ketoprofen
392,"Ibuprofen 200mg modified-release capsules",Ibuprofen
392,"Ibuprofen 200mg modified-release capsules",Ibuprofen
392,"Ibuprofen 200mg modified-release capsules",Ibuprofen
11461,"Ibuprofen 300mg modified-release / Codeine 20mg tablets","Ibuprofen/Codeine phosphate"
11461,"Ibuprofen 300mg modified-release / Codeine 20mg tablets","Ibuprofen/Codeine phosphate"
784,"Ibuprofen 300mg modified-release capsules",Ibuprofen
784,"Ibuprofen 300mg modified-release capsules",Ibuprofen
784,"Ibuprofen 300mg modified-release capsules",Ibuprofen
3216,"Indometacin 25mg modified-release tablets",Indometacin
2671,"Indometacin 50mg modified-release tablets",Indometacin
1210,"Indometacin 75mg modified-release capsules",Indometacin
1210,"Indometacin 75mg modified-release capsules",Indometacin
1210,"Indometacin 75mg modified-release capsules",Indometacin
1051,"Indometacin 75mg modified-release tablets",Indometacin
9439,"Flurbiprofen 200mg modified-release capsules",Flurbiprofen
9439,"Flurbiprofen 200mg modified-release capsules",Flurbiprofen
3416,"Diclofenac sodium 100mg modified-release tablets","Diclofenac sodium"
3416,"Diclofenac sodium 100mg modified-release tablets","Diclofenac sodium"
3416,"Diclofenac sodium 100mg modified-release tablets","Diclofenac sodium"
3432,"Naproxen 375mg gastro-resistant tablets",Naproxen
3432,"Naproxen 375mg gastro-resistant tablets",Naproxen
3432,"Naproxen 375mg gastro-resistant tablets",Naproxen
649,"Diclofenac sodium 25mg gastro-resistant tablets","Diclofenac sodium"
649,"Diclofenac sodium 25mg gastro-resistant tablets","Diclofenac sodium"
649,"Diclofenac sodium 25mg gastro-resistant tablets","Diclofenac sodium"
1139,"Voltarol 25mg Tablet (Novartis Pharmaceuticals UK Ltd)","Diclofenac sodium"
1446,"Voltarol 50mg Tablet (Novartis Pharmaceuticals UK Ltd)","Diclofenac sodium"
1766,"Voltarol sr 75mg Modified-release tablet (Novartis Pharmaceuticals UK Ltd)","Diclofenac sodium"
41615,"Indometacin 50mg Capsule (Approved Prescription Services Ltd)",Indometacin
41521,"Indometacin 25mg Capsule (Approved Prescription Services Ltd)",Indometacin
41823,"Indometacin sr 75mg Modified-release capsule (Generics (UK) Ltd)",Indometacin
28900,"Indometacin 25mg Capsule (Generics (UK) Ltd)",Indometacin
33318,"Indometacin 50mg Capsule (Generics (UK) Ltd)",Indometacin
14541,"Ponstan 50mg/5ml paediatric Liquid (Chemidex Pharma Ltd)","Mefenamic acid"
14541,"Ponstan 50mg/5ml paediatric Liquid (Chemidex Pharma Ltd)","Mefenamic acid"
42500,"Ketoprofen sr 100mg Capsule (Approved Prescription Services Ltd)",Ketoprofen
46919,"Ketoprofen sr 200mg Capsule (Approved Prescription Services Ltd)",Ketoprofen
33180,"Ketoprofen cr 200mg Capsule (Bristol-Myers Squibb Pharmaceuticals Ltd)",Ketoprofen
33645,"Diclofenac 75mg Modified-release tablet (IVAX Pharmaceuticals UK Ltd)","Diclofenac sodium"
34425,"Ibuprofen 400mg Tablet (Family Health)",Ibuprofen
34425,"Ibuprofen 400mg Tablet (Family Health)",Ibuprofen
30382,"Ibuprofen 200mg Tablet (C P Pharmaceuticals Ltd)",Ibuprofen
30382,"Ibuprofen 200mg Tablet (C P Pharmaceuticals Ltd)",Ibuprofen
45216,"Ibuprofen 400mg Tablet (C P Pharmaceuticals Ltd)",Ibuprofen
45216,"Ibuprofen 400mg Tablet (C P Pharmaceuticals Ltd)",Ibuprofen
43911,"Ibuprofen 600mg Tablet (C P Pharmaceuticals Ltd)",Ibuprofen
43911,"Ibuprofen 600mg Tablet (C P Pharmaceuticals Ltd)",Ibuprofen
41677,"Mefenamic acid 250mg Capsule (IVAX Pharmaceuticals UK Ltd)","Mefenamic acid"
41677,"Mefenamic acid 250mg Capsule (IVAX Pharmaceuticals UK Ltd)","Mefenamic acid"
75120,"Diflunisal 250mg Tablet (Approved Prescription Services Ltd)",Diflunisal
54463,"Diclofenac 50mg Tablet (Approved Prescription Services Ltd)","Diclofenac sodium"
55301,"Benorilate 2g/5ml Liquid (Approved Prescription Services Ltd)",Benorilate
10481,"Lederfen f 450mg Tablet (Wyeth Pharmaceuticals)",Fenbufen
10481,"Lederfen f 450mg Tablet (Wyeth Pharmaceuticals)",Fenbufen
3409,"Feldene 20mg Orodispersible tablet (Pfizer Ltd)",Piroxicam
3409,"Feldene 20mg Orodispersible tablet (Pfizer Ltd)",Piroxicam
34725,"Flurbiprofen 50mg Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)",Flurbiprofen
34725,"Flurbiprofen 50mg Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)",Flurbiprofen
34924,"Mefenamic acid 250mg Capsule (Teva UK Ltd)","Mefenamic acid"
34924,"Mefenamic acid 250mg Capsule (Teva UK Ltd)","Mefenamic acid"
62643,"Indometacin 50mg Capsule (Carter Wallace Ltd)",Indometacin
46920,"Ketoprofen 200mg Modified-release capsule (Generics (UK) Ltd)",Ketoprofen
16192,"Motrin 200mg Tablet (Pharmacia Ltd)",Ibuprofen
16192,"Motrin 200mg Tablet (Pharmacia Ltd)",Ibuprofen
33111,"Prosaid 250mg Tablet (BHR Pharmaceuticals Ltd)",Naproxen
23323,"Prosaid 500mg Tablet (BHR Pharmaceuticals Ltd)",Naproxen
21831,"Dysman 250mg Capsule (Ashbourne Pharmaceuticals Ltd)","Mefenamic acid"
21831,"Dysman 250mg Capsule (Ashbourne Pharmaceuticals Ltd)","Mefenamic acid"
25794,"Isisfen 400mg Tablet (Isis Products Ltd)",Ibuprofen
25794,"Isisfen 400mg Tablet (Isis Products Ltd)",Ibuprofen
27362,"Diclofenac 100mg Modified-release tablet (Actavis UK Ltd)","Diclofenac sodium"
33568,"Ketoprofen 200mg Modified-release capsule (Actavis UK Ltd)",Ketoprofen
24020,"Valrox 250mg Tablet (Shire Pharmaceuticals Ltd)",Naproxen
24007,"Valrox 500mg Tablet (Shire Pharmaceuticals Ltd)",Naproxen
21843,"Pranoxen continus 375mg Tablet (Napp Pharmaceuticals Ltd)",Naproxen
21816,"Pranoxen continus 500mg Tablet (Napp Pharmaceuticals Ltd)","Naproxen sodium"
25750,"Rheuflex 250mg Tablet (Goldshield Pharmaceuticals Ltd)",Naproxen
28816,"Rheuflex 500mg Tablet (Goldshield Pharmaceuticals Ltd)",Naproxen
31482,"Apsifen 200mg Tablet (Approved Prescription Services Ltd)",Ibuprofen
31482,"Apsifen 200mg Tablet (Approved Prescription Services Ltd)",Ibuprofen
27968,"Apsifen 400mg Tablet (Approved Prescription Services Ltd)",Ibuprofen
27968,"Apsifen 400mg Tablet (Approved Prescription Services Ltd)",Ibuprofen
31469,"Apsifen -f 600mg Tablet (Approved Prescription Services Ltd)",Ibuprofen
31469,"Apsifen -f 600mg Tablet (Approved Prescription Services Ltd)",Ibuprofen
4368,"Lodine 200mg Capsule (Shire Pharmaceuticals Ltd)",Etodolac
4368,"Lodine 200mg Capsule (Shire Pharmaceuticals Ltd)",Etodolac
16194,"Lodine 200mg Tablet (Shire Pharmaceuticals Ltd)",Etodolac
16194,"Lodine 200mg Tablet (Shire Pharmaceuticals Ltd)",Etodolac
8969,"Lodine 300mg Capsule (Shire Pharmaceuticals Ltd)",Etodolac
8969,"Lodine 300mg Capsule (Shire Pharmaceuticals Ltd)",Etodolac
32136,"Ibular 200mg Tablet (Lagap)",Ibuprofen
32136,"Ibular 200mg Tablet (Lagap)",Ibuprofen
18364,"Ibular 400mg Tablet (Lagap)",Ibuprofen
18364,"Ibular 400mg Tablet (Lagap)",Ibuprofen
24320,"Indolar 50mg Capsule (Lagap)",Indometacin
2197,"Naproxen 375mg Tablet",Naproxen
33113,"Artracin 50mg Capsule (DDSA Pharmaceuticals Ltd)",Indometacin
44313,"Indoflex 25mg Capsule (Unimed Pharmaceuticals Ltd)",Indometacin
52141,"Mobilan 25mg Capsule (Galen Ltd)",Indometacin
31945,"Naproxen 500mg Gastro-resistant tablet (Sterwin Medicines)",Naproxen
34670,"Naproxen 250mg Gastro-resistant tablet (Galen Ltd)",Naproxen
34977,"Naproxen 500mg Gastro-resistant tablet (Galen Ltd)",Naproxen
30297,"Diclofenac 50mg Gastro-resistant tablet (Pharmacia Ltd)","Diclofenac sodium"
34218,"Diclofenac 25mg Gastro-resistant tablet (Pharmacia Ltd)","Diclofenac sodium"
30282,"Diclofenac 75mg Modified-release tablet (Galen Ltd)","Diclofenac sodium"
42905,"Diclofenac 75mg Modified-release tablet (Actavis UK Ltd)","Diclofenac sodium"
42003,"Indometacin sr 75mg Capsule (Lagap)",Indometacin
46967,"Mefenamic acid 250mg Capsule (Sandoz Ltd)","Mefenamic acid"
46967,"Mefenamic acid 250mg Capsule (Sandoz Ltd)","Mefenamic acid"
29587,"Ebufac 400mg Tablet (DDSA Pharmaceuticals Ltd)",Ibuprofen
29587,"Ebufac 400mg Tablet (DDSA Pharmaceuticals Ltd)",Ibuprofen
21045,"Ibumetin 400mg Tablet (Alfred Benzon (UK) Ltd)",Ibuprofen
21045,"Ibumetin 400mg Tablet (Alfred Benzon (UK) Ltd)",Ibuprofen
29704,"Paxofen 200mg Tablet (M A Steinhard Ltd)",Ibuprofen
